#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         584    -0.39116   -0.412423  0.00194928
         585   -0.450991   -0.412489  0.00194706
         586   -0.408943   -0.412482  0.00194375
         587   -0.343802   -0.412365  0.00194396
         588   -0.413928   -0.412368  0.00194065
         589    -0.40277   -0.412352  0.00193743
         590   -0.437366   -0.412394  0.00193461
         591   -0.423896   -0.412414  0.00193143
         592   -0.423621   -0.412433  0.00192826
         593   -0.489008   -0.412562  0.00192933
         594   -0.401512   -0.412543  0.00192617
         595   -0.430653   -0.412574  0.00192317
         596   -0.356445   -0.412479  0.00192225
         597   -0.402949   -0.412463   0.0019191
         598   -0.425311   -0.412485  0.00191601
         599   -0.415349    -0.41249  0.00191282
         600   -0.405225   -0.412478  0.00190967
         601   -0.374055   -0.412414  0.00190756
         602   -0.379274   -0.412359  0.00190519
         603   -0.387343   -0.412317  0.00190248
         604   -0.406077   -0.412307  0.00189936
         605   -0.413137   -0.412308  0.00189622
         606   -0.462704   -0.412391  0.00189491
         607   -0.427422   -0.412416  0.00189195
         608   -0.517276   -0.412589  0.00189668
         609   -0.514959   -0.412757    0.001901
         610   -0.495254   -0.412892  0.00190269
         611   -0.541472   -0.413102  0.00191118
         612   -0.454333    -0.41317  0.00190924
         613   -0.375705   -0.413109  0.00190711
         614   -0.366787   -0.413033  0.00190549
         615   -0.407498   -0.413024  0.00190242
         616   -0.485601   -0.413142  0.00190297
         617   -0.513482   -0.413305  0.00190682
         618   -0.330516   -0.413171  0.00190844
         619    -0.45022   -0.413231  0.00190629
         620   -0.453556   -0.413296  0.00190433
         621   -0.482782   -0.413407  0.00190455
         622   -0.450594   -0.413467  0.00190242
         623   -0.432687   -0.413498  0.00189962
         624   -0.465045   -0.413581  0.00189837
         625   -0.391253   -0.413545  0.00189567
         626     -0.4351   -0.413579  0.00189295
         627   -0.428798   -0.413604  0.00189009
         628   -0.381336   -0.413552  0.00188778
         629   -0.366957   -0.413478  0.00188623
         630   -0.333584   -0.413351  0.00188749
         631   -0.334261   -0.413226  0.00188866
         632   -0.404624   -0.413212  0.00188572
         633    -0.41495   -0.413215  0.00188274
         634   -0.386998   -0.413174  0.00188023
         635   -0.369927   -0.413106   0.0018785
         636   -0.299316   -0.412927  0.00188405
         637   -0.412599   -0.412926  0.00188109
         638    -0.45239   -0.412988  0.00187916
         639   -0.449946   -0.413046  0.00187711
         640   -0.395173   -0.413018  0.00187438
         641   -0.405469   -0.413006  0.00187149
         642   -0.412368   -0.413005  0.00186858
         643   -0.420738   -0.413017  0.00186571
         644   -0.377464   -0.412962  0.00186363
         645   -0.405393    -0.41295  0.00186078
         646   -0.438773    -0.41299  0.00185833
         647   -0.427954   -0.413013   0.0018556
         648   -0.456143    -0.41308  0.00185393
         649   -0.388899   -0.413043  0.00185145
         650   -0.393751   -0.413013  0.00184884
         651   -0.401845   -0.412996  0.00184608
         652   -0.359821   -0.412914  0.00184505
         653   -0.370121   -0.412849  0.00184338
         654   -0.340223   -0.412738  0.00184391
         655   -0.380191   -0.412688  0.00184176
